node	identifier	x_position	y_position	color	annotation
G3N7Z3	69293.ENSGACP00000001427	0.5110655737704918	0.4900943396226415	rgb(0,178,157)	Oxoglutarate (alpha-ketoglutarate) dehydrogenase b (lipoamide)
G3N8X9	69293.ENSGACP00000001765	0.25563524590163933	0.32452830188679244	rgb(215,239,117)	Uncharacterized protein; Actin, beta-like 2; Belongs to the actin family
G3NDE4	69293.ENSGACP00000003344	0.7379098360655739	0.30471698113207546	rgb(101,255,163)	Expressed sequence CO360592; NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa
G3NG11	69293.ENSGACP00000004266	0.6853483606557378	0.4037735849056604	rgb(255,0,0)	Ribosomal protein L24
G3NPA2	69293.ENSGACP00000007166	0.6272540983606558	0.30330188679245285	rgb(150,101,255)	Cytochrome b-c1 complex subunit 7; Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is part of the mitochondrial respiratory chain
G3NXT2	69293.ENSGACP00000010152	0.6014344262295083	0.4320754716981132	rgb(178,171,0)	Eukaryotic translation initiation factor 3 subunit C; Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation
G3P5V0	69293.ENSGACP00000012973	0.6918032786885246	0.5141509433962265	rgb(239,117,117)	Ribosomal protein S18; Belongs to the universal ribosomal protein uS13 family
G3PCE2	69293.ENSGACP00000015266	0.6244877049180328	0.19150943396226416	rgb(239,154,117)	Annexin A1a
G3PJV6	69293.ENSGACP00000017886	0.3930327868852459	0.30754716981132074	rgb(0,28,178)	Heat shock protein 90kDa alpha (cytosolic), class B member 1
G3PLE8	69293.ENSGACP00000018429	0.5101434426229509	0.30471698113207546	rgb(14,178,0)	ATP synthase subunit beta; Produces ATP from ADP in the presence of a proton gradient across the membrane
G3PYU1	69293.ENSGACP00000022781	0.3939549180327869	0.5452830188679245	rgb(178,239,117)	Cathepsin D; Belongs to the peptidase A1 family
G3Q0N5	69293.ENSGACP00000023430	0.5073770491803279	0.12075471698113208	rgb(239,190,117)	Solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4; Belongs to the mitochondrial carrier (TC 2.A.29) family
G3Q972	69293.ENSGACP00000026436	0.6254098360655739	0.5367924528301887	rgb(255,175,101)	Ribosomal protein S16; Belongs to the universal ribosomal protein uS9 family
G3QBL0	69293.ENSGACP00000027276	0.7010245901639345	0.8863207547169811	rgb(239,227,117)	Serine/arginine-rich splicing factor 1b
G3QCC3	69293.ENSGACP00000027539	0.6908811475409837	0.7221698113207548	rgb(101,199,255)	Heterogeneous nuclear ribonucleoprotein A/Ba
Q804E3	69293.ENSGACP00000009457	0.46311475409836067	0.4037735849056604	rgb(187,255,101)	Homeo box A13a
