"node","string_id","mcl_cluster","x_position","y_position"
"G3N556","69293.ENSGACP00000000426",1,0.45437636761488,0.497822580645161
"G3N577","69293.ENSGACP00000000447",4,0.686105032822757,0.665483870967742
"G3N5P1","69293.ENSGACP00000000615",1,0.464223194748359,0.372983870967742
"G3N7Z3","69293.ENSGACP00000001427",2,0.242341356673961,0.586370967741936
"G3N8J1","69293.ENSGACP00000019637",1,0.693326039387309,0.14
"G3N8X9","69293.ENSGACP00000001765",4,0.692013129102845,0.633548387096774
"G3NBG2","69293.ENSGACP00000002659",1,0.470131291028446,0.41508064516129
"G3NDE4","69293.ENSGACP00000003344",2,0.12417943107221,0.294596774193548
"G3NE33","69293.ENSGACP00000003733",1,0.743873085339169,0.200241935483871
"G3NG11","69293.ENSGACP00000004266",1,0.614551422319475,0.310564516129032
"G3NGV7","69293.ENSGACP00000004564",8,0.581728665207877,0.153790322580645
"G3NHE9","69293.ENSGACP00000004757",1,0.62964989059081,0.354112903225806
"G3NHR1","69293.ENSGACP00000004871",12,0.419584245076586,0.637903225806452
"G3NIG2","69293.ENSGACP00000005122",1,0.518052516411379,0.346129032258065
"G3NJS1","69293.ENSGACP00000005583",13,0.708424507658643,0.463709677419355
"G3NJU3","69293.ENSGACP00000005605",6,0.786542669584245,0.737338709677419
"G3NLD8","69293.ENSGACP00000006151",14,0.734682713347921,0.405645161290323
"G3NLJ0","69293.ENSGACP00000006203",1,0.625711159737418,0.41
"G3NPA2","69293.ENSGACP00000007166",2,0.196389496717724,0.266290322580645
"G3NPV3","69293.ENSGACP00000007368",15,0.314551422319475,0.695967741935484
"G3NRK0","69293.ENSGACP00000007967",1,0.494420131291028,0.390403225806452
"G3NS10","69293.ENSGACP00000008127",4,0.840371991247265,0.574758064516129
"G3NT23","69293.ENSGACP00000008491",3,0.567943107221007,0.803387096774194
"G3NTC1","69293.ENSGACP00000008589",16,0.314551422319475,0.637903225806452
"G3NTD6","69293.ENSGACP00000008604",2,0.316520787746171,0.420161290322581
"G3NU97","69293.ENSGACP00000008915",1,0.569256017505471,0.370806451612903
"G3NUA6","69293.ENSGACP00000008924",17,0.787199124726477,0.521774193548387
"G3NW14","69293.ENSGACP00000009533",11,0.187199124726477,0.537741935483871
"G3NXQ8","69293.ENSGACP00000010128",2,0.233150984682713,0.41508064516129
"G3NXT2","69293.ENSGACP00000010152",1,0.499671772428884,0.264112903225806
"G3NXX5","69293.ENSGACP00000010195",4,0.716958424507659,0.625564516129032
"G3NYB9","69293.ENSGACP00000010339",2,0.239715536105033,0.344677419354839
"G3NYX9","69293.ENSGACP00000010550",7,0.859409190371991,0.623387096774194
"G3NZN3","69293.ENSGACP00000010806",6,0.756345733041575,0.767822580645161
"G3P3G8","69293.ENSGACP00000012141",5,0.537746170678337,0.579838709677419
"G3P5V0","69293.ENSGACP00000012973",1,0.481291028446389,0.338870967741935
"G3P6S6","69293.ENSGACP00000013300",5,0.405798687089716,0.560967741935484
"G3P8D8","69293.ENSGACP00000013862",3,0.527899343544858,0.738064516129032
"G3P8Y4","69293.ENSGACP00000014058",1,0.783916849015317,0.289516129032258
"G3P920","69293.ENSGACP00000014094",3,0.608643326039387,0.728629032258065
"G3P970","69293.ENSGACP00000014144",10,0.420240700218818,0.715564516129032
"G3P9S4","69293.ENSGACP00000014348",2,0.262035010940919,0.521774193548387
"G3PA34","69293.ENSGACP00000014458",1,0.581728665207877,0.28008064516129
"G3PCE1","69293.ENSGACP00000015265",3,0.494420131291028,0.820806451612903
"G3PCE2","69293.ENSGACP00000015266",10,0.390700218818381,0.819354838709678
"G3PCG6","69293.ENSGACP00000015290",1,0.556783369803064,0.317096774193548
"G3PDV0","69293.ENSGACP00000015774",1,0.508205689277899,0.424516129032258
"G3PFE7","69293.ENSGACP00000016321",10,0.361816192560175,0.754032258064516
"G3PHA5","69293.ENSGACP00000016980",1,0.531838074398249,0.473145161290323
"G3PJ10","69293.ENSGACP00000017589",1,0.541028446389497,0.277177419354839
"G3PJ29","69293.ENSGACP00000017608",18,0.262035010940919,0.754032258064516
"G3PJV6","69293.ENSGACP00000017886",5,0.47800875273523,0.573306451612903
"G3PKP7","69293.ENSGACP00000018177",2,0.162253829321663,0.354838709677419
"G3PLE8","69293.ENSGACP00000018429",2,0.340809628008753,0.411451612903226
"G3PM61","69293.ENSGACP00000018692",2,0.24562363238512,0.246693548387097
"G3PP08","69293.ENSGACP00000019341",1,0.598140043763676,0.394032258064516
"G3PP78","69293.ENSGACP00000019411",5,0.569912472647703,0.57258064516129
"G3PPN8","69293.ENSGACP00000019573",2,0.208862144420131,0.325806451612903
"G3PPP6","69293.ENSGACP00000019581",11,0.0939824945295405,0.599435483870968
