"node","string_id","mcl_cluster","x_position","y_position"
"G3N508","69293.ENSGACP00000000378",4,0.913023829087921,0.687996219281664
"G3N556","69293.ENSGACP00000000426",1,0.500369761709121,0.590170132325142
"G3N5P1","69293.ENSGACP00000000615",1,0.441947411668036,0.307750472589792
"G3N6A9","69293.ENSGACP00000000834",15,0.496672144617913,0.738185255198488
"G3N6B5","69293.ENSGACP00000000840",16,0.350246507806081,0.738185255198488
"G3N738","69293.ENSGACP00000001114",14,0.359860312243221,0.522117202268431
"G3N7Z3","69293.ENSGACP00000001427",2,0.669720624486442,0.141020793950851
"G3N8I6","69293.ENSGACP00000001621",17,0.765119145439606,0.457466918714556
"G3N8J1","69293.ENSGACP00000019637",7,0.770295809367297,0.289035916824197
"G3NBG2","69293.ENSGACP00000002659",1,0.44860312243221,0.36304347826087
"G3NBJ8","69293.ENSGACP00000002709",7,0.822801972062449,0.394517958412098
"G3NBU5","69293.ENSGACP00000002793",4,0.839071487263763,0.639508506616257
"G3NCF7","69293.ENSGACP00000003007",18,0.496672144617913,0.794328922495274
"G3NDY7","69293.ENSGACP00000003538",1,0.40645028759244,0.325614366729679
"G3NE33","69293.ENSGACP00000003733",7,0.716310599835661,0.393667296786389
"G3NG36","69293.ENSGACP00000004291",3,0.214913722267872,0.626748582230624
"G3NIG2","69293.ENSGACP00000005122",1,0.328800328677075,0.394517958412098
"G3NKB4","69293.ENSGACP00000005776",1,0.300698438783895,0.254158790170132
"G3NLJ0","69293.ENSGACP00000006203",1,0.374650780608053,0.276275992438563
"G3NPV3","69293.ENSGACP00000007368",19,0.374650780608053,0.794328922495274
"G3NR75","69293.ENSGACP00000007842",9,0.441947411668036,0.839413988657845
"G3NS10","69293.ENSGACP00000008127",4,0.839071487263763,0.527221172022684
"G3NSD2","69293.ENSGACP00000008249",2,0.654190632703369,0.302646502835539
"G3NT23","69293.ENSGACP00000008491",12,0.679334428923583,0.802835538752363
"G3NTD6","69293.ENSGACP00000008604",2,0.554354971240756,0.30179584120983
"G3NU97","69293.ENSGACP00000008915",1,0.336195562859491,0.443856332703214
"G3NUU3","69293.ENSGACP00000009112",1,0.227485620377979,0.387712665406427
"G3NW14","69293.ENSGACP00000009533",6,0.640879211175021,0.0925330812854442
"G3NXX5","69293.ENSGACP00000010195",4,0.709654889071487,0.597826086956522
"G3NY86","69293.ENSGACP00000010306",6,0.634963023829088,0.246502835538752
"G3NYX9","69293.ENSGACP00000010550",11,0.787304847986853,0.623345935727788
"G3NZM5","69293.ENSGACP00000010798",3,0.264461791290058,0.605482041587902
"G3P3G8","69293.ENSGACP00000012141",5,0.54695973705834,0.583364839319471
"G3P3K4","69293.ENSGACP00000012177",1,0.402752670501233,0.470226843100189
"G3P5V0","69293.ENSGACP00000012973",1,0.382046014790468,0.393667296786389
"G3P654","69293.ENSGACP00000013077",9,0.531429745275267,0.835160680529301
"G3P6S6","69293.ENSGACP00000013300",5,0.430115036976171,0.568052930056711
"G3P8Y4","69293.ENSGACP00000014058",20,0.81392769104355,0.204820415879017
"G3PAZ5","69293.ENSGACP00000014769",13,0.708175842235004,0.696502835538752
"G3PCE2","69293.ENSGACP00000015266",21,0.277033689400164,0.822400756143667
"G3PDH7","69293.ENSGACP00000015651",22,0.277033689400164,0.204820415879017
"G3PFN1","69293.ENSGACP00000016405",1,0.50924404272802,0.543383742911153
"G3PHA5","69293.ENSGACP00000016980",1,0.457477403451109,0.452362948960302
"G3PI27","69293.ENSGACP00000017262",5,0.422719802793755,0.680340264650284
"G3PIF1","69293.ENSGACP00000017379",4,0.78138866064092,0.791776937618147
"G3PIZ9","69293.ENSGACP00000017578",3,0.0817995069843878,0.649716446124764
"G3PJ10","69293.ENSGACP00000017589",1,0.276294165981923,0.285633270321361
"G3PJ29","69293.ENSGACP00000017608",23,0.765119145439606,0.148676748582231
"G3PJV6","69293.ENSGACP00000017886",5,0.575801150369762,0.487240075614367
"G3PLE8","69293.ENSGACP00000018429",2,0.555094494658998,0.228638941398866
"G3PP62","69293.ENSGACP00000019395",24,0.862736236647494,0.148676748582231
"G3PP78","69293.ENSGACP00000019411",1,0.548438783894823,0.448960302457467
"G3PPW2","69293.ENSGACP00000019647",3,0.167584223500411,0.683742911153119
"G3PQX4","69293.ENSGACP00000020009",1,0.346548890714873,0.320510396975425
"G3PR19","69293.ENSGACP00000020054",3,0.142440427280197,0.554442344045369
"G3PUE2","69293.ENSGACP00000021229",1,0.28442892358258,0.362192816635161
"G3PVK4","69293.ENSGACP00000021643",8,0.646055875102712,0.864933837429112
"G3PWE5","69293.ENSGACP00000021934",6,0.520336894001643,0.178449905482042
"G3PZV8","69293.ENSGACP00000023148",2,0.571364009860312,0.113799621928166
"G3PZX4","69293.ENSGACP00000023164",3,0.282210353327855,0.686294896030246
"G3Q0N5","69293.ENSGACP00000023430",2,0.428635990139688,0.209073724007561
"G3Q162","69293.ENSGACP00000023610",1,0.647534921939195,0.440453686200378
"G3Q289","69293.ENSGACP00000023988",11,0.773993426458505,0.556994328922495
"G3Q2Y3","69293.ENSGACP00000024232",10,0.83759244042728,0.786672967863894
"G3Q393","69293.ENSGACP00000024345",10,0.752547247329499,0.756899810964083
"G3Q3X8","69293.ENSGACP00000024582",8,0.656409202958094,0.9117202268431
"G3Q4Z0","69293.ENSGACP00000024944",12,0.611298274445358,0.724574669187146
"G3Q5J2","69293.ENSGACP00000025148",4,0.818364831552999,0.723724007561437
"G3Q6T4","69293.ENSGACP00000025594",25,0.862736236647494,0.457466918714556
"G3Q932","69293.ENSGACP00000026396",8,0.707436318816763,0.879395085066163
"G3Q9L4","69293.ENSGACP00000026579",5,0.403492193919474,0.651417769376182
"G3QA72","69293.ENSGACP00000026788",5,0.503327855382087,0.656521739130435
"G3QBL0","69293.ENSGACP00000027276",3,0.21861133935908,0.741587901701323
"G3QBP3","69293.ENSGACP00000027309",2,0.710394412489729,0.191209829867675
"G3QBU5","69293.ENSGACP00000027361",2,0.373911257189811,0.200567107750473
